access,aerialway,aeroway,amenity,area,barrier,bicycle,boundary,brand,bridge,building,covered,culvert,cutting,disused,embankment,foot,harbour,highway,historic,horse,junction,landuse,latitud,layer,leisure,lock,longitud,man_made,military,motorcar,name,natural,oneway,operator,osm_id,place,population,power,railway,ref,religion,route,service,shop,sport,surface,tags,toll,tourism,tower:type,tracktype,tunnel,water,waterway,way_area,wetland,width,wood,x,y,z_order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2798452.3968413547,828442.2542334031,
,,,,,,,,,,,,,,,,,,residential,,,,,19.4273962,,,,-99.1507951,,,,Tolsá,,yes,,124514599.0,,,,,,,,,,,,,,,,,,,,,,,,2798332.7141943523,828446.5548813518,33.0
,,,,,,,,,,,,,,,,,,residential,,,,,19.4273966,,,,-99.1513881,,,,Tolsá,,yes,,124514599.0,,,,,,,,,,,,,,,,,,,,,,,,2798270.630021037,828445.3656278886,33.0
,,,,,,,,,,,,,,,,,,residential,,,,,19.4274626,,,,-99.1524019,,,,Tolsá,,yes,,124514599.0,,,,,,,,,,,,,,,,,,,,,,,,2798164.3470231984,828450.540887421,33.0
,,,,,,,,,,,,,,,,,,residential,,,,,19.4275069,,,,-99.1530216,,,,Tolsá,,yes,,124514599.0,,,,,,,,,,,,,,,,,,,,,,,,2798099.371369544,828454.1413259563,33.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4270931,,,,-99.1531907,,,,Bucareli,,yes,,24858164.0,,,,,1P,,,,,,asphalt,,,,,,,,,,,,,2798082.5742220683,828408.1258182997,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4267539,,,,-99.1533301,,,,Bucareli,,yes,,24858164.0,,,,,1P,,,,,,asphalt,,,,,,,,,,,,,2798068.7229624195,828370.4043673659,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4265003,,,,-99.1534386,,,,Bucareli,,yes,,24858164.0,,,,,1P,,,,,,asphalt,,,,,,,,,,,,,2798057.919174969,828342.1933516234,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4261407,,,,-99.1535923,,,,Bucareli,,yes,,24858164.0,,,,,1P,,,,,,asphalt,,,,,,,,,,,,,2798042.615339506,828302.1909786075,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4260203,,,,-99.1536476,,,,Bucareli,,yes,,24858164.0,,,,,1P,,,,,,asphalt,,,,,,,,,,,,,2798037.089451951,828288.7895483245,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4259665,,,,-99.1536723,,,,Bucareli,,yes,,24858164.0,,,,,1P,,,,,,asphalt,,,,,,,,,,,,,2798034.621335387,828282.8012233981,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4258509,,,,-99.1541627,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797983.5322048236,828269.0254097689,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4255456,,,,-99.1553631,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797858.5248570624,828232.8410388703,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.425534,,,,-99.1554126,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797853.3678438,828231.45813962,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4252836,,,,-99.1564824,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797741.912965808,828201.6043549284,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4250776,,,,-99.157388,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797647.551533968,828176.9918397394,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4247614,,,,-99.1588368,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797496.5600749473,828139.0921044247,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4247481,,,,-99.1588976,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797490.2236533435,828137.4982884486,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4246355,,,,-99.1594446,,,,Avenida Chapultepec,,yes,,24689815.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797433.2012195583,828123.9379876225,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4245752,,,,-99.1595989,,,,Avenida Chapultepec,,yes,,24689817.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797417.178457376,828116.9636909334,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4242109,,,,-99.1612348,,,,Avenida Chapultepec,,yes,,24689817.0,,,,,1S,,,,,,,,,,,,,,,,,,,2797246.7022829317,828073.3704624787,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4234244,-1,,,-99.1645667,,,,Avenida Chapultepec,,yes,,128594659.0,,,,,1S,,,,,,,,,,,,yes,,,,,,,2796899.581128091,827979.6758734245,-163.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4235624,,,,-99.1642767,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796929.642063871,827995.5050392053,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4232538,,,,-99.165646,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796786.953930557,827958.6156631269,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4232257,,,,-99.1657839,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796772.577504157,827955.2293682648,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4229513,,,,-99.1668685,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796659.62137558,827922.7044327304,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4228695,,,,-99.1672332,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796621.6166129187,827912.9231773104,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4225831,,,,-99.1687099,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796467.634102077,827878.2645404037,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4225182,,,,-99.1690263,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796434.6491874456,827870.448576444,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.422252,,,,-99.1702442,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796307.717656796,827838.555653146,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.422027,,,,-99.1711574,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796212.597409683,827811.8396535992,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4219253,,,,-99.1715653,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796170.112453119,827799.7742668726,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4216602,,,,-99.1727032,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2796051.553274388,827768.1700859222,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.421544,,,,-99.1732019,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2795999.5930010285,827754.3176154584,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.4213092,,,,-99.174223,,,,Avenida Chapultepec,,yes,,24696468.0,,,,,1S,,,,,,,,,,,,,,,,,,,2795893.1960382536,827726.2994629393,36.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4211716,,,,-99.1743521,,,,Avenida Chapultepec,,yes,,222126342.0,,,,,,,,,,,,,,,,,,,,,,,,2795879.9786558654,827710.8484085398,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4209704,,,,-99.175261,,,,Avenida Chapultepec,,yes,,222126342.0,,,,,,,,,,,,,,,,,,,,,,,,2795785.25535445,827686.7703829978,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4205305,-1,,,-99.1781537,,,,Avenida Chapultepec,,yes,,24723237.0,,,,,1S,,,,,,,,,,,,yes,,,,,,,2795483.348110585,827632.2628209746,-163.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4204375,,,,-99.1783963,,,,Avenida Chapultepec,,yes,,24723236.0,,,,,,,,,,,,,,,,,,,,,,,,2795458.150006596,827621.5000839407,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.420317,,,,-99.1786264,,,,Avenida Chapultepec,,yes,,24723236.0,,,,,,,,,,,,,,,,,,,,,,,,2795434.3203172996,827607.7283973161,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4201586,,,,-99.1788293,,,,Avenida Chapultepec,,yes,,24723236.0,,,,,,,,,,,,,,,,,,,,,,,,2795413.420693777,827589.8303484175,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4200372,,,,-99.1789408,,,,Avenida Chapultepec,,yes,,24723236.0,,,,,,,,,,,,,,,,,,,,,,,,2795402.0102459905,827576.203685733,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4198025,,,,-99.1790782,,,,Avenida Chapultepec,,yes,,24723236.0,,,,,,,,,,,,,,,,,,,,,,,,2795388.1340099643,827550.020550153,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4194035,,,,-99.1792844,,,,Avenida Chapultepec,,yes,,24723236.0,,,,,,,,,,,,,,,,,,,,,,,,2795367.4110061345,827505.5645177054,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4191858,,,,-99.1793503,,,,Avenida Chapultepec,,yes,,24723236.0,,,,,,,,,,,,,,,,,,,,,,,,2795360.983813225,827481.4046658848,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4186355,,,,-99.1796259,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795333.32278937,827420.1091087515,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4184324,,,,-99.1797779,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795317.849065798,827397.3831326027,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4175204,,,,-99.1801753,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795278.219968313,827295.9215994333,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4172889,,,,-99.1802705,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795268.7547138985,827270.1785192174,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4171436,,,,-99.180354,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795260.3273961977,827253.972092111,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4169499,,,,-99.180506,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795244.8329878696,827232.2834870046,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4167248,,,,-99.1807033,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795224.663649684,827207.0365077293,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4166321,,,,-99.1809003,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795204.238418822,827196.4011261467,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4165564,,,,-99.1810609,,,,Avenida Chapultepec,,yes,,126882796.0,,,,,,,,,,,,,,,,,,,,,,,,2795187.5874471953,827187.7167192695,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4163316,,,,-99.1824701,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2795040.528288644,827160.009273695,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4162504,,,,-99.1827976,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2795006.414242552,827150.3747797944,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4158962,,,,-99.1837503,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794907.431691978,827109.3277936412,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4154139,,,,-99.1849726,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794780.498133331,827053.5908306144,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4153408,,,,-99.1851578,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794761.2654302293,827045.1432457966,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4151684,,,,-99.1855947,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794715.893924177,827025.220195273,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4150776,,,,-99.1857822,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794696.45866409,827014.8146825996,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4148216,,,,-99.1862421,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794648.8598201377,826985.6188941322,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4140731,,,,-99.1877049,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794497.319047821,826900.0136694945,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4140062,,,,-99.1878357,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794483.76849608,826892.3623354047,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4140053,,,,-99.1878374,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794483.59244627,826892.2595252037,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4137282,,,,-99.1883751,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794427.8924395684,826860.5761649897,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4137065,,,,-99.1884171,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794423.5417962912,826858.0952366209,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4136329,,,,-99.18856,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794408.7387385652,826849.6797478185,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4130825,,,,-99.1896238,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794298.5442264113,826786.7569072664,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.412988,,,,-99.1898064,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794279.629430771,826775.9536509457,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4129036,,,,-99.1899689,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794262.797343739,826766.30624584,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.4128573,,,,-99.1900579,,,,Avenida Constituyentes,,yes,,30641926.0,,,,,,,,,,,asphalt,"""lanes""=>""3""",,,,,,,,,,,,2794253.578691731,826761.0141927213,37.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4127261,,,,-99.1902906,,,,Avenida Constituyentes,,yes,,396570775.0,,,,,,,,,,,asphalt,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2794229.4974445957,826746.0581685525,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4122477,,,,-99.1913717,,,,Avenida Constituyentes,,yes,,396570775.0,,,,,,,,,,,asphalt,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2794117.334399724,826691.0466902457,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4120067,,,,-99.1919069,,,,Avenida Constituyentes,,yes,,396570775.0,,,,,,,,,,,asphalt,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2794061.8166397093,826663.3535842556,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4118289,,,,-99.1922538,,,,Avenida Constituyentes,,yes,,396570775.0,,,,,,,,,,,asphalt,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2794025.8782984093,826643.021163186,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4113724,,,,-99.1931199,,,,Avenida Constituyentes,,yes,,396570775.0,,,,,,,,,,,asphalt,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793936.1783558577,826590.868560409,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4110897,,,,-99.1936229,,,,Avenida Constituyentes,,yes,,396570775.0,,,,,,,,,,,asphalt,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793884.1215127264,826558.6402529093,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4107662,,,,-99.1941644,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793828.121326536,826521.8307309343,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4098459,,,,-99.1958357,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793655.1104730507,826416.8473730094,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4095004,,,,-99.1965981,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793576.0266686655,826377.1586333303,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4087561,,,,-99.197899,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793441.4170022304,826292.358478064,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.408195,,,,-99.1989333,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793334.3263890953,826228.3219284086,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4074155,,,,-99.20037,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793185.5703063374,826139.3616677537,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.407078,,,,-99.2009472,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2793125.858872771,826100.9366511792,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4062872,,,,-99.2024129,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2792974.0880299434,826010.6720802612,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4058576,,,,-99.2031189,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2792901.0870271013,825961.8209885188,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4049856,,,,-99.2045217,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2792756.0744844326,825862.7260172913,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4026055,,,,-99.2082382,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2792372.027239212,825592.4848049479,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.4006325,,,,-99.211387,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2792046.53946207,825368.3349983726,38.0
,,,,,,,,,,,,,,,,,,trunk,,,,,19.3997468,,,,-99.2127576,,,,Constituyentes,,yes,,145313170.0,,,,,,,,,,,,"""lanes""=>""3"", ""maxspeed""=>""80""",,,,,,,,,,,,2791904.9168106527,825267.8013531981,38.0
