access,aerialway,aeroway,amenity,area,barrier,bicycle,boundary,brand,bridge,building,covered,culvert,cutting,disused,embankment,foot,harbour,highway,historic,horse,junction,landuse,latitud,layer,leisure,lock,longitud,man_made,military,motorcar,name,natural,oneway,operator,osm_id,place,population,power,railway,ref,religion,route,service,shop,sport,surface,tags,toll,tourism,tower:type,tracktype,tunnel,water,waterway,way_area,wetland,width,wood,x,y,z_order
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3762409,,,,-99.2546717,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787565.5002597696,822589.038482495,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3759472,,,,-99.2553764,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787492.314271827,822555.2127170226,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3758906,,,,-99.255476,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787482.0022479384,822548.7666423571,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3753853,,,,-99.2564752,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787378.4182106787,822490.9987602537,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3750108,,,,-99.2571485,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787308.6905824826,822448.3196089196,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3748691,,,,-99.2573711,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787285.675567816,822432.235543028,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3747856,,,,-99.2574811,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787274.330897621,822422.8000592687,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3732852,,,,-99.2589751,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787121.0209732535,822254.2224753136,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3730574,,,,-99.2592057,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787097.3491742304,822228.6205466575,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3729383,,,,-99.2592963,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787088.1112166825,822215.2951578313,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3726382,,,,-99.2596451,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2787052.2118386566,822181.4775664897,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3720371,,,,-99.2601984,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2786995.528147832,822114.0320317381,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3713143,,,,-99.260834,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2786930.480536786,822032.9910151266,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.370869,,,,-99.2611465,,,,Vasco de Quiroga,,yes,,30291985.0,,,,,,,,,,,,"""alt_name""=>""Av. Vasco de Quiroga"", ""official_name""=>""Avenida Vasco de Quiroga""",,,,,,,,,,,,2786898.688424101,821983.2218541863,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3702765,,,,-99.2612507,,,,Antonio Dovali J,,yes,,96663429.0,,,,,,,,,,,,,,,,,,,,,,,,2786889.0234864345,821917.6241579796,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3696109,,,,-99.2611886,,,,Antonio Dovali J,,yes,,96663429.0,,,,,,,,,,,,,,,,,,,,,,,,2786896.930722119,821844.2916381347,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3692306,,,,-99.2610748,,,,Antonio Dovali J,,yes,,96663429.0,,,,,,,,,,,,,,,,,,,,,,,,2786909.6517122574,821802.5487125688,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3689921,,,,-99.2609925,,,,Antonio Dovali J,,yes,,96663429.0,,,,,,,,,,,,,,,,,,,,,,,,2786918.7745481925,821776.3920675142,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3681861,,,,-99.2606766,,,,Antonio Dovali J,,yes,,96663429.0,,,,,,,,,,,,,,,,,,,,,,,,2786953.561131379,821688.072423857,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3679478,,,,-99.2603881,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786984.2812557872,821662.3504397233,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3678715,,,,-99.2604682,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786976.0523770247,821653.7695451124,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3676015,,,,-99.2607382,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786948.3415166237,821623.4315837052,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.367462,,,,-99.2608788,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786933.9089790704,821607.7547860132,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3672451,,,,-99.2610833,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786912.946586035,821583.4081446313,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3668732,,,,-99.2613917,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786881.428153962,821541.7475710404,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3663519,,,,-99.2619228,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786826.8983159643,821483.1535429113,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3663004,,,,-99.261975,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786821.5392964026,821477.365497154,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3661836,,,,-99.2620932,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786809.404879509,821464.2388151067,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3657395,,,,-99.2625987,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786757.3932489064,821414.2161537932,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.365408,,,,-99.2629581,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786720.4470328074,821376.9125138273,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3649526,,,,-99.263449,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786669.9878491145,821325.6722052381,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3646348,,,,-99.2637248,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786641.768900771,821290.0477946757,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3644591,,,,-99.2638647,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786627.485264801,821270.3775187866,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3638806,,,,-99.2643058,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786582.5008237474,821205.6513550277,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3637202,,,,-99.264428,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786570.038788568,821187.7050320859,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3634672,,,,-99.2646587,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786546.4068987714,821159.3223611893,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3631744,,,,-99.2649792,,,,Av. Santa Fe,,yes,,49886826.0,,,,,,,,,,,,"""cycleway:left""=>""lane""",,,,,,,,,,,,2786513.452628441,821126.367889037,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3629805,,,,-99.2652907,,,,Av. Santa Fe,,yes,,394914098.0,,,,,,,,,,,,,,,,,,,,,,,,2786481.2327673673,821104.3463204554,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3628476,,,,-99.2654678,,,,Av. Santa Fe,,yes,,394914098.0,,,,,,,,,,,,,,,,,,,,,,,,2786462.9621557626,821089.3253790373,36.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.362689,,,,-99.2655991,,,,,,yes,,127696824.0,,,,,,,,,,,,,,,,,,,,,,,,2786449.542910966,821071.5596118615,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3622251,,,,-99.2661224,,,,,,yes,,127696824.0,,,,,,,,,,,,,,,,,,,,,,,,2786395.705893863,821019.3172737001,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3619187,,,,-99.2664687,,,,,,yes,,127696824.0,,,,,,,,,,,,,,,,,,,,,,,,2786360.0771560958,820984.8106384268,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3617991,,,,-99.2667132,,,,,,yes,,127696824.0,,,,,,,,,,,,,,,,,,,,,,,,2786334.718438442,820971.1230871433,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.361738,,,,-99.2668765,,,,,,yes,,127696824.0,,,,,,,,,,,,,,,,,,,,,,,,2786317.741983746,820964.0539038273,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.361757,,,,-99.2669332,,,,,,yes,,127696824.0,,,,,,,,,,,,,,,,,,,,,,,,2786311.7629353125,820966.0376044569,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3615849,,,,-99.2674634,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786256.588663137,820945.9858143601,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3614776,,,,-99.2676058,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786241.89848665,820933.8596668919,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3613134,,,,-99.2679631,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786204.817997319,820915.0250185187,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3610917,,,,-99.2683447,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786165.3129645064,820889.7961050787,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3607985,,,,-99.2687817,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786120.1551363184,820856.5658150709,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3605642,,,,-99.2691015,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786087.149634895,820830.0698108056,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3603098,,,,-99.2694488,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786051.305716905,820801.3007261261,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3602684,,,,-99.2695123,,,,,,yes,,96663467.0,,,,,,,,,,,,,,,,,,,,,,,,2786044.7412872636,820796.6050469996,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3599676,,,,-99.2699782,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785996.571687435,820762.47869907,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3598665,,,,-99.2701461,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785979.197041155,820750.9861877906,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3595447,,,,-99.2706211,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785930.1180561157,820714.5242665301,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3594626,,,,-99.2707537,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785916.4009847096,820705.1990990578,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.358944,,,,-99.2715913,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785829.753380571,820646.2951904454,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.358677,,,,-99.2721016,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785776.8610317875,820615.811288284,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3585428,,,,-99.2723665,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785749.3949511005,820600.4727234063,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3582241,,,,-99.2730087,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785682.7944561513,820564.0205632936,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3581701,,,,-99.2730905,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785674.339352275,820557.8980046194,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3581154,,,,-99.2731794,,,,,,yes,,96663446.0,,,,,,,,,,,,,,,,,,,,,,,,2785665.1419952577,820551.6840540806,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.35784,,,,-99.2736451,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785616.938407465,820520.3624702311,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3578093,,,,-99.2737641,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785604.5377071295,820516.7373330281,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3575553,,,,-99.274204,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785558.991515931,820487.8290801635,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3571252,,,,-99.274949,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785481.8554660054,820438.8785996811,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3568922,,,,-99.2752379,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785452.081959877,820412.5888626075,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.356548,,,,-99.275478,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785427.65330425,820374.1238663442,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3564898,,,,-99.2755736,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785417.761247229,820367.5104494265,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3564385,,,,-99.2756579,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785409.0383889987,820361.6810347429,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3564409,,,,-99.2757867,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785395.5415630452,820361.689597731,34.0
,,,,,,,,,,,,,,,,,,tertiary,,,,,19.3565031,,,,-99.2758971,,,,,,yes,,96663481.0,,,,,,,,,,,,,,,,,,,,,,,,2785383.8467662414,820368.3345294886,34.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3567273,,,,-99.2762648,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785344.8602542677,820392.3464267793,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3569283,,,,-99.2761385,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785357.6687888717,820414.7807926591,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.357032,,,,-99.2760956,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785361.945155706,820426.310849506,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3572011,,,,-99.2760787,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785363.360929346,820445.0069475503,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.357381,,,,-99.27609,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785361.8001295193,820464.8388580035,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3575453,,,,-99.2761582,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785354.3118113996,820482.8358822867,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3578671,,,,-99.2764282,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785325.355032677,820517.813664056,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3579228,,,,-99.2765569,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785311.757107458,820523.7048717239,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3579633,,,,-99.2767501,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785291.434753168,820527.7902617323,37.0
,,,,,,,,,,,,,,,,,,primary,,,,,19.3579054,,,,-99.2769826,,,,J. Palacios Roji Lara,,yes,,25026561.0,,,,,,,,,,,,,,,,,,,,,,,,2785267.20199615,820520.9377475238,37.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3579158,,,,-99.2771425,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785250.430862394,820521.7674891473,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3579781,,,,-99.2772963,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785234.1899468284,820528.3372435895,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3580653,,,,-99.2773792,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785225.323557584,820537.7960648203,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3581846,,,,-99.2774199,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785220.8103131633,820550.881479046,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.358385,,,,-99.2774977,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785212.2409799835,820572.8435840912,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3586335,,,,-99.2776349,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785197.348843368,820599.9960451634,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3586685,,,,-99.2776542,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785195.2538716,820603.8203836279,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3589175,,,,-99.2778382,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785175.4585372363,820630.9349763709,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3591695,,,,-99.2781414,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785143.1710405117,820658.1436815893,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3593522,,,,-99.2784628,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785109.1224017814,820677.6680927646,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3595292,,,,-99.2787937,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785074.090686993,820696.5446232014,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3597268,,,,-99.2790364,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785048.254651414,820717.8700099852,36.0
,,,,,,,,,,,,,,,,,,secondary,,,,,19.3601674,,,,-99.2794826,,,,Juan Salvador Agraz,,yes,,25026586.0,,,,,,,,,,,,,,,,,,,,,,,,2785000.5938335867,820765.6092879887,36.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784943.008398493,820825.1663679127,
